id,emotion,en,kn,mr,tTa
p280,surprise,"You shouldn't have! This is far too generous.","ನೀವು ಹೀಗೆ ಮಾಡಬಾರದಿತ್ತು! ಇದು ತುಂಬಾ ಉದಾರವಾಗಿದೆ.","तुम्ही हे करायला नको होते! हे खूप उदार आहे.","நீங்கள் செய்திருக்கக் கூடாது! இது மிகவும் தாராளமானது."
p281,sadness,"My world feels a little darker today.","ಇಂದು ನನ್ನ ಪ್ರಪಂಚವು ಸ್ವಲ್ಪ ಕತ್ತಲಾಗಿದೆ ಎಂದು ಭಾಸವಾಗುತ್ತಿದೆ.","आज माझे जग थोडे अंधारमय वाटत आहे.","இன்று என் உலகம் சற்று இருண்டதாக உணர்கிறேன்."
p282,sadness,"A deep melancholy has taken hold of me.","ಒಂದು ಆಳವಾದ ವಿಷಣ್ಣತೆಯು ನನ್ನನ್ನು ಆವರಿಸಿದೆ.","एका खोल उदासीने मला घेरले आहे.","ஒரு ஆழ்ந்த துக்கம் என்னைப் பிடித்துக் கொண்டது."
p283,sadness,"It's just one of those days where everything feels off.","ಇಂದು ಎಲ್ಲವೂ ಸರಿಯಿಲ್ಲ ಎಂದು ಭಾಸವಾಗುವ ದಿನಗಳಲ್ಲಿ ಇದೂ ಒಂದು.","आज त्या दिवसांपैकी एक आहे जिथे सर्व काही चुकीचे वाटते.","எல்லாம் சரியில்லாமல் உணரும் அந்த நாட்களில் இதுவும் ஒன்று."
p284,sadness,"I'm mourning the loss of what could have been.","ಏನಾಗಬಹುದಿತ್ತೋ ಅದರ ನಷ್ಟಕ್ಕಾಗಿ ನಾನು ಶೋಕಿಸುತ್ತಿದ್ದೇನೆ.","जे होऊ शकले असते त्याच्या नुकसानीबद्दल मी शोक करत आहे.","என்ன நடந்திருக்கலாம் என்ற இழப்புக்காக நான் துக்கிக்கிறேன்."
p285,sadness,"I feel utterly and completely defeated.","ನಾನು ಸಂಪೂರ್ಣವಾಗಿ ಮತ್ತು ಪೂರ್ಣವಾಗಿ ಸೋತಿದ್ದೇನೆ ಎಂದು ಭಾವಿಸುತ್ತೇನೆ.","मी पूर्णपणे आणि संपूर्णपणे पराभूत झाल्यासारखे वाटते.","நான் முற்றிலும் மற்றும் முழுமையாக தோற்கடிக்கப்பட்டதாக உணர்கிறேன்."
p286,sadness,"There's a quiet ache in my soul today.","ಇಂದು ನನ್ನ ಆತ್ಮದಲ್ಲಿ ಒಂದು ಮೌನವಾದ ನೋವಿದೆ.","आज माझ्या आत्म्यात एक शांत वेदना आहे.","இன்று என் ஆன்மாவில் ஒரு அமைதியான வலி இருக்கிறது."
p287,sadness,"The cheerfulness of others feels so distant.","ಇತರರ ಸಂತೋಷವು ತುಂಬಾ ದೂರವೆಂದು ಭಾಸವಾಗುತ್ತಿದೆ.","इतरांचा आनंद खूप दूरचा वाटतो.","மற்றவர்களின் மகிழ்ச்சி வெகு தொலைவில் இருப்பதாக உணர்கிறேன்."
p288,sadness,"I'm finding it hard to cope with this feeling.","ಈ ಭಾವನೆಯನ್ನು ನಿಭಾಯಿಸಲು ನನಗೆ ಕಷ್ಟವಾಗುತ್ತಿದೆ.","मला या भावनेला सामोरे जाणे कठीण होत आहे.","இந்த உணர்வைச் சமாளிப்பது எனக்குக் கடினமாக இருக்கிறது."
p289,sadness,"This feeling of emptiness is just consuming.","ಈ ಶೂನ್ಯತೆಯ ಭಾವನೆಯು ಕೇವಲ ತಿನ್ನುತ್ತಿದೆ.","ही रिकामीपणाची भावना फक्त खाऊन टाकत आहे.","இந்த வெறுமையின் உணர்வு வெறுமனே உட்கொள்கிறது."
p290,sadness,"It's a bittersweet memory that brings tears.","ಇದು ಕಣ್ಣೀರು ತರುವ ಒಂದು ಸಿಹಿ-ಕಹಿ ನೆನಪು.","ही एक गोड-कडू आठवण आहे जी डोळ्यात पाणी आणते.","இது கண்ணீரை வரவழைக்கும் ஒரு கசப்பான நினைவு."
p291,disgust,"His arrogance is utterly nauseating.","ಅವನ ಅಹಂಕಾರವು ಸಂಪೂರ್ಣವಾಗಿ ವಾಕರಿಕೆ ತರಿಸುತ್ತದೆ.","त्याचा अहंकार पूर्णपणे मळमळ आणणारा आहे.","அவனது அகம்பாவம் முற்றிலும் குமட்டலை ஏற்படுத்துகிறது."
p292,disgust,"What a pathetic display of cowardice.","ಎಂತಹ ಹೇಡಿತನದ ಶೋಚನೀಯ ಪ್ರದರ್ಶನ.","किती दयनीय भ्याडपणाचे प्रदर्शन आहे.","என்ன ஒரு கோழைத்தனமான பரிதாபகரமான காட்சி."
p293,disgust,"That's a complete perversion of the truth.","ಅದು ಸತ್ಯದ ಸಂಪೂರ್ಣ ವಿಕೃತಿ.","ते सत्याचा पूर्ण विपर्यास आहे.","அது உண்மையின் முழுமையான विकৃতি."
p294,disgust,"I find their lack of empathy revolting.","ಅವರ ಸಹಾನುಭೂತಿಯ ಕೊರತೆಯು ನನಗೆ ಅಸಹ್ಯಕರವಾಗಿದೆ.","त्यांच्या सहानुभूतीच्या अभावामुळे मला घृणा येते.","அவர்களின் பச்சாதாபமின்மையை நான் அருவருப்பாகக் காண்கிறேன்."
p295,disgust,"The stench of their hypocrisy is overwhelming.","ಅವರ ಬೂಟಾಟಿಕೆಯ ದುರ್ವಾಸನೆಯು ಅಗಾಧವಾಗಿದೆ.","त्यांच्या ढोंगीपणाचा वास असह्य आहे.","அவர்களின் பாசாங்குத்தனத்தின் துர்நாற்றம் தாங்க முடியாதது."
p296,disgust,"This is a new low, even for them.","ಇದು ಅವರಿಗೂ ಸಹ ಒಂದು ಹೊಸ ನೀಚ ಮಟ್ಟ.","ही त्यांच्यासाठीही एक नवीन नीच पातळी आहे.","இது அவர்களுக்கும் ஒரு புதிய தாழ்வு."
p297,disgust,"I'm repulsed by their endless greed.","ಅವರ ಅಂತ್ಯವಿಲ್ಲದ ದುರಾಸೆಯಿಂದ ನನಗೆ ಅಸಹ್ಯವಾಗಿದೆ.","त्यांच्या अंतहीन लोभामुळे मला घृणा येते.","அவர்களின் अंतहीन பேராசையால் నేను அருவருப்படைகிறேன்."
p298,disgust,"That kind of behavior just makes my skin crawl.","ಆ ರೀತಿಯ ನಡವಳಿಕೆಯು ನನ್ನ ಮೈ ಜುಮ್ಮೆನಿಸುತ್ತದೆ.","त्या प्रकारच्या वागण्याने माझ्या अंगावर शहारे येतात.","அந்த மாதிரியான நடத்தை என் தோலை சிலிர்க்க வைக்கிறது."
p299,disgust,"What a spineless and shameful thing to do.","ಮಾಡಲು ಎಂತಹ ಬೆನ್ನೆಲುಬಿಲ್ಲದ ಮತ್ತು ನಾಚಿಕೆಗೇಡಿನ ಕೆಲಸ.","किती निर्लज्ज आणि लाजिरवाणी गोष्ट आहे ही.","என்ன ஒரு முதுகெலும்பற்ற மற்றும் வெட்கக்கேடான செயல்."
p300,disgust,"I feel like I need to wash my eyes after seeing that.","ಅದನ್ನು ನೋಡಿದ ನಂತರ ನಾನು ನನ್ನ ಕಣ್ಣುಗಳನ್ನು ತೊಳೆಯಬೇಕೆಂದು ಅನಿಸುತ್ತದೆ.","ते पाहिल्यानंतर मला माझे डोळे धुवावेसे वाटतात.","அதைப் பார்த்த பிறகு என் கண்களைக் கழுவ வேண்டும் என்று உணர்கிறேன்."
p301,anger,"This is an infuriating waste of everyone's time.","ಇದು ಎಲ್ಲರ ಸಮಯದ ಕೋಪವನ್ನು ಉಂಟುಮಾಡುವ ವ್ಯರ್ಥ.","हा सर्वांच्या वेळेचा संतापजनक अपव्यय आहे.","இது அனைவரின் நேரத்தையும் வீணடிக்கும் ஒரு ஆத்திரமூட்டும் செயல்."
p302,anger,"I am seething with frustration right now.","ನಾನು ಈಗ ಹತಾಶೆಯಿಂದ ಕುದಿಯುತ್ತಿದ್ದೇನೆ.","मी आता नैराश्याने उकळत आहे.","நான் இப்போது விரக்தியில் கொதிக்கிறேன்."
p303,anger,"How could you be so unbelievably careless?","ನೀನು ಹೇಗೆ ಇಷ್ಟು ನಂಬಲಾಗದಷ್ಟು ಅಜಾಗರೂಕನಾಗಿರಬಲ್ಲೆ?","तू इतका अविश्वसनीयपणे निष्काळजी कसा असू शकतोस?","நீங்கள் எப்படி இவ்வளவு நம்பமுடியாத அளவிற்கு கவனக்குறைவாக இருக்க முடியும்?"
p304,anger,"I have bitten my tongue for the very last time.","ನಾನು ಕೊನೆಯ ಬಾರಿಗೆ ನನ್ನ ನಾಲಿಗೆಯನ್ನು ಕಚ್ಚಿದ್ದೇನೆ.","मी शेवटच्या वेळी माझी जीभ चावली आहे.","நான் கடைசியாக என் நாக்கைக் கடித்துக் கொண்டேன்."
p305,anger,"Your sheer apathy is absolutely maddening.","ನಿನ್ನ ಸಂಪೂರ್ಣ ಉದಾಸೀನತೆಯು ಸಂಪೂರ್ಣವಾಗಿ ಹುಚ್ಚು ಹಿಡಿಸುತ್ತದೆ.","तुमची निव्वळ उदासीनता पूर्णपणे वेड लावणारी आहे.","உங்கள் ಸಂಪೂರ್ಣ উদাসীনতা முற்றிலும் பைத்தியக்காரத்தனமானது."
p306,anger,"This whole setup is an absolute travesty.","ಈ ಇಡೀ ವ್ಯವಸ್ಥೆಯು ಸಂಪೂರ್ಣ ಪ್ರಹಸನವಾಗಿದೆ.","ही संपूर्ण व्यवस्था एक निव्वळ विडंबन आहे.","இந்த முழு அமைப்பும் ஒரு முழுமையான கேலிக்கூத்து."
p307,anger,"That was a cheap shot, and you know it.","ಅದು ಒಂದು ಕೀಳು ಹೊಡೆತ, ಮತ್ತು ನಿನಗೆ ಅದು ತಿಳಿದಿದೆ.","तो एक स्वस्त फटका होता, आणि तुला ते माहित आहे.","அது ஒரு மலிவான அடி, அது உனக்குத் தெரியும்."
p308,anger,"Do not test the limits of my patience.","ನನ್ನ ತಾಳ್ಮೆಯ ಮಿತಿಯನ್ನು ಪರೀಕ್ಷಿಸಬೇಡ.","माझ्या संयमाची परीक्षा घेऊ नकोस.","என் பொறுமையின் எல்லையை சோதிக்காதே."
p309,anger,"I'm furious at the blatant lack of accountability.","ಹೊಣೆಗಾರಿಕೆಯ ಸ್ಪಷ್ಟ ಕೊರತೆಯಿಂದ ನನಗೆ ಕೋಪ ಬಂದಿದೆ.","जबाबदारीच्या उघड अभावामुळे मी संतप्त आहे.","வெளிப்படையான பொறுப்புக்கூறல் இல்லாததால் நான் கோபமாக இருக்கிறேன்."
p310,anger,"You've just awakened a fire in me.","ನೀನು ನನ್ನಲ್ಲಿ ಒಂದು ಬೆಂಕಿಯನ್ನು ಜಾಗೃತಗೊಳಿಸಿದ್ದೀಯ.","तू माझ्या आत एक आग पेटवली आहेस.","நீ என்னுள் ஒரு நெருப்பை எழுப்பிவிட்டாய்."
p311,anticipation,"The air is just thick with possibility.","ವಾತಾವರಣವು ಸಾಧ್ಯತೆಯಿಂದ ದಟ್ಟವಾಗಿದೆ.","हवा शक्यतांनी भरलेली आहे.","காற்றழுத்தம் சாத்தியக்கூறுகளால் ದಟ್ಟமாக உள்ளது."
p312,anticipation,"I'm buzzing with excitement for what's next.","ಮುಂದೆ ಏನಾಗುವುದೋ ಎಂಬ ಉತ್ಸಾಹದಿಂದ ನಾನು ತುಂಬಿದ್ದೇನೆ.","पुढे काय होणार आहे याच्या उत्साहाने मी भारलेला आहे.","அடுத்து என்ன நடக்கும் என்பதற்கான உற்சாகத்தில் நான் மூழ்கியிருக்கிறேன்."
p313,anticipation,"The big reveal is almost upon us.","ದೊಡ್ಡ ಬಹಿರಂಗಪಡಿಸುವಿಕೆಯು ನಮ್ಮ ಮೇಲೆ ಬರಲಿದೆ.","मोठा खुलासा जवळजवळ आपल्यावर आहे.","பெரிய வெளிப்பாடு கிட்டத்தட்ட நம் மீது உள்ளது."
p314,anticipation,"I can barely contain my eagerness for it to start.","ಅದು ಪ್ರಾರಂಭವಾಗಲು ನನ್ನ ಉತ್ಸಾಹವನ್ನು ನಾನು ತಡೆಯಲು ಸಾಧ್ಯವಿಲ್ಲ.","ते सुरू होण्यासाठी मी माझी उत्सुकता रोखू शकत नाही.","அது தொடங்குவதற்கான என் ஆவலை என்னால் அடக்க முடியவில்லை."
p315,anticipation,"The very thought of it makes my heart race.","ಅದರ ಯೋಚನೆಯೇ ನನ್ನ ಹೃದಯವನ್ನು ವೇಗವಾಗಿ ಬಡಿಯುವಂತೆ ಮಾಡುತ್ತದೆ.","त्याच्या विचारानेच माझ्या हृदयाचे ठोके वाढतात.","அதன் நினைவே என் இதயத்தைத் துடிக்க வைக்கிறது."
p316,anticipation,"This is the moment we've all been working towards.","ನಾವೆಲ್ಲರೂ ಇದಕ್ಕಾಗಿ ಕೆಲಸ ಮಾಡುತ್ತಿರುವ ಕ್ಷಣ ಇದು.","हा तो क्षण आहे ज्यासाठी आपण सर्वजण काम करत आहोत.","நாம் அனைவரும் உழைத்துக் கொண்டிருக்கும் தருணம் இது."
p317,anticipation,"I'm looking forward to this more than words can say.","ನಾನು ಪದಗಳಲ್ಲಿ ಹೇಳುವುದಕ್ಕಿಂತ ಹೆಚ್ಚಾಗಿ ಇದಕ್ಕಾಗಿ ಎದುರು ನೋಡುತ್ತಿದ್ದೇನೆ.","मी शब्दांत सांगू शकेन त्यापेक्षा जास्त याची वाट पाहत आहे.","வார்த்தைகளால் சொல்ல முடியாத அளவுக்கு நான் இதை எதிர்பார்த்துக் கொண்டிருக்கிறேன்."
p318,anticipation,"The final chapter is just about to be written.","ಅಂತಿಮ ಅಧ್ಯಾಯವು ಬರೆಯಲ್ಪಡಲಿದೆ.","अंतिम अध्याय आता लिहिला जाणार आहे.","இறுதி அத்தியாயம் எழுதப்பட உள்ளது."
p319,anticipation,"We are getting closer with every passing second.","ಪ್ರತಿ ಕ್ಷಣವೂ ನಾವು ಹತ್ತಿರವಾಗುತ್ತಿದ್ದೇವೆ.","प्रत्येक क्षणागणिक आपण जवळ येत आहोत.","ஒவ்வொரு வினாடியும் நாம் நெருங்கி வருகிறோம்."
p320,anticipation,"The potential of what we can achieve is thrilling.","ನಾವು ಸಾಧಿಸಬಹುದಾದ ಸಾಮರ್ಥ್ಯವು ರೋಮಾಂಚನಕಾರಿಯಾಗಿದೆ.","आपण जे साध्य करू शकतो त्याची क्षमता रोमांचक आहे.","நாம் சாதிக்கக்கூடியவற்றின் ஆற்றல் பரவசமூட்டுகிறது."
